Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status
24eg106a08,Kavya,Female,CIVIL,4,5.52,100,74,0,1,"Java, DL, ML, AutoCAD, C",3,0,Yes
24eg103e09,Naveen,Male,ECE,2,4.47,50,56,0,0,"MATLAB, Java, ML, AutoCAD",1,3,Yes
24eg105d10,Rahul,Male,MECH,2,4.96,81,69,0,3,"C, AutoCAD, DL, Python, Java, MATLAB",2,3,No
24eg101d11,Rahul,Male,CSE,4,8.17,56,59,0,2,"MATLAB, ML",1,2,Yes
24eg105e12,Suresh,Male,MECH,3,4.11,95,61,0,2,"MATLAB, ML, SQL, C",2,2,No
24eg106d13,Suresh,Male,CIVIL,4,9.44,68,73,0,0,"MATLAB, AutoCAD",0,0,No
24eg104e14,Amit,Male,IT,1,7.82,76,48,0,1,"Java, MATLAB, C, SQL, Python",3,1,Yes
24eg106d15,Vikas,Male,CIVIL,3,9.13,84,70,1,3,"Python, C",2,3,No
24eg108b16,Neha,Female,CHEM,2,8.97,72,85,0,1,"Java, ML",1,1,No
24eg108b17,Divya,Female,CHEM,1,9.06,96,85,0,3,"DL, Python, C, ML, SQL",2,2,No
24eg107c18,Divya,Female,EEE,2,5.07,77,62,0,3,"C, DL",1,1,No
24eg108d19,Suresh,Male,CHEM,2,8.23,84,71,1,1,"Java, ML",3,1,No
24eg101c20,Kavya,Female,CSE,1,8.88,66,52,0,1,"MATLAB, AutoCAD, C, Java",2,3,Yes
24eg108c21,Neha,Female,CHEM,1,4.6,86,53,0,0,"C, Python, DL, Java",2,2,No
24eg103d22,Sneha,Female,ECE,4,6.9,52,80,3,3,"ML, C, Python, DL",1,1,No
24eg107e23,Divya,Female,EEE,1,6.93,50,94,0,2,"AutoCAD, MATLAB",1,3,Yes
24eg106e24,Kiran,Male,CIVIL,2,7.66,71,46,2,4,"AutoCAD, ML, DL, SQL, Java",0,3,No
24eg103b25,Pooja,Female,ECE,1,8.94,91,64,0,3,"Java, Python, ML, MATLAB, DL, C",0,2,No
24eg107d26,Neha,Female,EEE,3,4.98,83,69,0,2,"Python, SQL, AutoCAD, MATLAB, C",3,2,No
24eg107d27,Sneha,Female,EEE,1,4.24,71,57,0,3,"Python, Java, DL, AutoCAD",2,2,No
24eg102f28,Vikas,Male,AIML,3,5.32,67,75,4,5,"C, ML, Java, SQL, MATLAB, AutoCAD",1,2,No
24eg107e29,Rohit,Male,EEE,2,7.31,93,54,0,3,"Java, MATLAB, AutoCAD, SQL",3,1,Yes
24eg105a30,Sneha,Female,MECH,3,7.09,86,62,2,4,"Python, SQL, MATLAB, AutoCAD",1,1,No
24eg104f31,Kiran,Male,IT,2,9.59,68,52,0,1,"Java, AutoCAD, ML",1,2,No
24eg108b32,Vikas,Male,CHEM,4,4.16,83,71,0,0,"Java, AutoCAD",0,2,Yes
24eg104d33,Rahul,Male,IT,4,6.05,92,57,0,0,"SQL, DL, Python, ML, AutoCAD, C",2,2,No
24eg104b34,Rahul,Male,IT,1,7.84,74,62,0,3,"C, DL, MATLAB, ML, SQL, Python",1,0,Yes
24eg101c35,Kavya,Female,CSE,1,6.28,99,51,3,6,"AutoCAD, DL, C",2,2,No
24eg107b36,Naveen,Male,EEE,2,4.97,82,46,1,1,"Java, MATLAB",1,1,No
24eg106d37,Vikas,Male,CIVIL,1,4.98,50,56,0,2,"SQL, MATLAB, ML",3,2,No
24eg101c38,Sneha,Female,CSE,2,5.68,67,86,0,1,"Python, ML, DL, SQL, AutoCAD",0,0,No
24eg101d39,Priya,Female,CSE,1,9.5,57,99,3,5,"ML, AutoCAD, Java, SQL, DL, MATLAB",3,3,No
24eg102f40,Rahul,Male,AIML,1,5.45,56,82,0,0,"C, Python, AutoCAD, ML, DL, SQL",3,1,No
24eg105b41,Kiran,Male,MECH,4,5.45,56,76,0,1,"C, AutoCAD",3,0,No
24eg107e42,Pooja,Female,EEE,3,6.38,65,48,0,2,"Python, AutoCAD, DL, MATLAB",0,0,No
24eg105a43,Rahul,Male,MECH,4,8.11,70,62,0,1,"Java, MATLAB, AutoCAD, C",2,1,No
24eg102b44,Anjali,Female,AIML,3,8.64,51,47,0,0,"MATLAB, DL, ML, AutoCAD, Java",0,3,Yes
24eg101f45,Rohit,Male,CSE,2,4.93,53,99,0,0,"SQL, AutoCAD, C, MATLAB, Java",1,2,Yes
24eg106e46,Amit,Male,CIVIL,1,4.31,94,100,0,2,"Python, Java, AutoCAD, MATLAB",1,0,No
24eg106e47,Divya,Female,CIVIL,4,9.33,69,72,0,2,"SQL, C, Python, AutoCAD",3,3,Yes
24eg104e48,Suresh,Male,IT,3,5.23,65,49,0,0,"MATLAB, ML",2,3,No
24eg105a49,Naveen,Male,MECH,2,5.47,58,90,1,4,"C, Java",3,1,Yes
24eg101e50,Kiran,Male,CSE,2,9.22,85,96,0,1,"MATLAB, Java, Python, ML",1,1,No
24eg107a51,Pooja,Female,EEE,3,6.58,76,98,0,0,"MATLAB, Java, Python",3,2,Yes
24eg102e52,Vikas,Male,AIML,1,9.65,64,54,0,3,"Python, C, Java, DL",0,2,Yes
24eg108e53,Naveen,Male,CHEM,2,7.26,60,45,0,1,"SQL, C, MATLAB",0,3,No
24eg106a54,Priya,Female,CIVIL,3,7.19,97,79,0,0,"AutoCAD, Java, C, Python, DL",0,1,No
24eg101c55,Arjun,Male,CSE,1,6.09,51,70,0,2,"C, SQL, AutoCAD, DL",0,1,No
24eg101c56,Rohit,Male,CSE,2,6.4,83,47,0,0,"C, SQL",3,1,Yes
24eg106b57,Amit,Male,CIVIL,1,5.41,88,62,0,3,"SQL, C",3,2,No
24eg106e58,Suresh,Male,CIVIL,3,4.35,86,89,3,4,"AutoCAD, MATLAB, DL, SQL, ML",3,2,Yes
24eg102d59,Priya,Female,AIML,2,5.54,95,48,1,3,"ML, DL, MATLAB, Python",2,3,No
24eg102f60,Divya,Female,AIML,2,4.02,96,98,0,2,"MATLAB, ML, AutoCAD, DL, C, Python",2,0,No
24eg104e61,Sneha,Female,IT,1,7.91,56,89,1,3,"AutoCAD, Java, ML, C",1,3,No
24eg106b62,Kavya,Female,CIVIL,4,6.4,94,87,0,2,"C, SQL, Python, AutoCAD, Java, MATLAB",0,3,No
24eg107e63,Pooja,Female,EEE,3,4.55,75,80,0,1,"Java, ML, AutoCAD, C, MATLAB",0,2,No
24eg106d64,Rahul,Male,CIVIL,3,9.24,81,86,0,0,"ML, C, SQL, AutoCAD, Python",2,3,No
24eg107a65,Amit,Male,EEE,4,9.88,51,98,0,2,"Java, C, MATLAB",1,0,Yes
24eg105f66,Kiran,Male,MECH,3,7.3,62,70,0,0,"Python, Java",3,0,No
24eg107d67,Priya,Female,EEE,4,8.76,62,99,0,3,"Java, AutoCAD, Python, SQL",0,0,No
24eg102d68,Naveen,Male,AIML,4,9.28,100,77,0,1,"ML, Python, Java",0,3,Yes
24eg103b69,Amit,Male,ECE,4,6.9,100,52,0,1,"DL, ML, MATLAB, Python",1,0,Yes
24eg108e70,Priya,Female,CHEM,4,7.86,51,96,4,7,"ML, C, Python, AutoCAD, Java, MATLAB",0,0,No
24eg101c71,Neha,Female,CSE,1,8.02,88,62,0,3,"DL, Python, MATLAB",1,3,No
24eg108d72,Kavya,Female,CHEM,2,6.36,87,81,0,0,"DL, C, Java",1,0,No
24eg101f73,Amit,Male,CSE,1,5.61,60,66,0,0,"ML, SQL, Java, C, DL",1,0,No
24eg107d74,Rahul,Male,EEE,3,5.57,56,59,0,2,"SQL, ML, Python",1,3,No
24eg104b75,Pooja,Female,IT,1,6.02,57,65,0,3,"ML, MATLAB, SQL, C, AutoCAD, Java",2,1,Yes
24eg102f76,Priya,Female,AIML,3,7.64,50,50,4,4,"DL, C, ML",0,3,Yes
24eg104c77,Pooja,Female,IT,2,4.28,54,96,0,1,"Python, DL, SQL, C, MATLAB, ML",1,0,No
24eg102b78,Divya,Female,AIML,1,6.47,55,63,0,1,"C, ML",2,1,No
24eg105e79,Divya,Female,MECH,2,7.2,80,64,0,3,"C, AutoCAD, Java, MATLAB",0,3,Yes
24eg102f80,Sneha,Female,AIML,4,5.87,58,89,4,4,"ML, SQL",0,0,Yes
24eg102c81,Kiran,Male,AIML,1,7.78,90,51,0,0,"MATLAB, SQL, ML, Java, C, DL",0,1,No
24eg108c82,Divya,Female,CHEM,1,6.89,95,93,1,2,"SQL, C, Python",3,3,No
24eg102a83,Kavya,Female,AIML,2,9.78,97,50,0,1,"DL, C, AutoCAD, MATLAB, Java, SQL",2,3,No
24eg107c84,Kavya,Female,EEE,1,7.44,61,98,0,2,"DL, Python, MATLAB, C",3,0,No
24eg108c85,Anjali,Female,CHEM,2,6.64,57,59,0,3,"AutoCAD, SQL, Python, DL",1,0,Yes
24eg104b86,Naveen,Male,IT,2,4.93,83,50,2,3,"SQL, MATLAB, Python, Java, AutoCAD",0,0,No
24eg104b87,Anjali,Female,IT,3,8.42,66,51,3,5,"DL, SQL, ML, MATLAB",1,0,No
24eg107e88,Amit,Male,EEE,3,7.2,63,98,2,2,"MATLAB, Python, Java, SQL, C, ML",1,2,No
24eg106b89,Neha,Female,CIVIL,2,4.01,76,94,3,3,"C, DL, Java",1,0,No
24eg105e90,Divya,Female,MECH,3,5.14,80,45,0,2,"DL, ML",1,0,No
24eg106b91,Arjun,Male,CIVIL,3,8.89,96,94,1,2,"AutoCAD, Python, Java, DL",2,1,Yes
24eg106e92,Naveen,Male,CIVIL,1,6.9,84,68,0,3,"AutoCAD, SQL, MATLAB, C, Java",0,3,No
24eg103a93,Kavya,Female,ECE,2,9.66,66,71,0,0,"ML, Java, AutoCAD, DL, Python, MATLAB",3,1,No
24eg104e94,Suresh,Male,IT,2,9.3,56,48,0,2,"ML, AutoCAD, Java, C, Python",0,0,No
24eg101b95,Amit,Male,CSE,2,9.48,51,83,0,1,"DL, Python, MATLAB, ML, Java",2,2,Yes
24eg105d96,Neha,Female,MECH,1,9.34,75,77,2,4,"DL, AutoCAD, C, Java",2,0,No
24eg108f97,Rohit,Male,CHEM,3,4.22,99,58,0,2,"DL, AutoCAD",0,3,No
24eg101e98,Rohit,Male,CSE,3,8.12,61,46,0,0,"Python, SQL, Java",3,1,No
24eg106a99,Vikas,Male,CIVIL,2,8.23,76,80,0,0,"MATLAB, Python, Java, SQL",1,3,No
24eg105d00,Kiran,Male,MECH,2,7.85,52,79,0,1,"SQL, C, ML, MATLAB, DL, AutoCAD",1,2,No
24eg107a01,Naveen,Male,EEE,1,7.48,72,91,0,2,"MATLAB, SQL, Python, DL, AutoCAD, Java",3,2,No
24eg101b02,Kavya,Female,CSE,1,4.3,79,48,0,1,"C, Python, DL, SQL",3,3,No
24eg107c03,Amit,Male,EEE,4,6.27,60,62,3,4,"C, Java, AutoCAD, DL, Python",0,2,No
24eg106e04,Anjali,Female,CIVIL,2,7.77,59,98,0,1,"Python, MATLAB, ML, C, Java",2,1,No
24eg103b05,Divya,Female,ECE,1,9.0,72,50,0,3,"MATLAB, ML, Java, AutoCAD",2,0,No
24eg104b06,Kavya,Female,IT,4,4.67,70,89,0,2,"AutoCAD, MATLAB, Python, ML, Java",3,2,Yes
24eg107a07,Priya,Female,EEE,1,5.08,86,62,0,2,"Java, SQL, DL",0,3,No
24eg108d08,Suresh,Male,CHEM,4,9.66,88,46,0,2,"MATLAB, SQL, DL",0,2,No
24eg105f09,Rohit,Male,MECH,2,5.24,77,64,0,0,"C, MATLAB, Python, AutoCAD, ML, SQL",2,3,No
24eg107e10,Priya,Female,EEE,3,5.76,53,52,0,3,"SQL, ML, Java, C, Python, DL",1,2,No
24eg107b11,Divya,Female,EEE,4,4.16,96,78,0,1,"SQL, Java, DL",2,2,No
24eg103b12,Amit,Male,ECE,4,7.78,68,81,0,1,"AutoCAD, Python",3,0,Yes
24eg107c13,Rohit,Male,EEE,2,6.08,58,52,0,2,"DL, C, Java, ML",3,2,No
24eg101e14,Vikas,Male,CSE,1,6.84,72,99,2,5,"DL, Java, AutoCAD, ML",1,1,Yes
24eg104e15,Naveen,Male,IT,2,5.22,78,51,0,0,"Java, MATLAB, Python, ML, SQL, C",2,3,No
24eg108f16,Priya,Female,CHEM,3,8.13,82,72,2,3,"ML, AutoCAD, SQL, Python",2,3,No
24eg101d17,Naveen,Male,CSE,1,7.36,84,76,0,0,"AutoCAD, C",3,1,No
24eg108c18,Divya,Female,CHEM,2,4.52,91,46,0,1,"C, Python, SQL, AutoCAD, Java",1,0,No
24eg105f19,Priya,Female,MECH,2,8.29,55,67,0,1,"MATLAB, AutoCAD, Java",1,1,No
24eg104d20,Amit,Male,IT,1,6.6,83,91,0,3,"SQL, DL, MATLAB, C, Python",3,2,No
24eg105d21,Kavya,Female,MECH,3,4.92,74,66,3,3,"C, SQL, Python, Java",3,3,No
24eg105c22,Arjun,Male,MECH,2,8.81,67,72,0,3,"ML, Python, DL, AutoCAD, SQL, MATLAB",2,1,No
24eg102e23,Kiran,Male,AIML,4,4.68,82,80,0,2,"C, Java, Python",3,1,No
24eg105e24,Kavya,Female,MECH,1,5.67,92,87,0,1,"C, Python, ML, SQL, DL",2,1,No
24eg107b25,Anjali,Female,EEE,4,7.28,90,100,0,1,"SQL, Python, C",2,1,Yes
24eg108b26,Naveen,Male,CHEM,3,5.22,53,50,0,2,"C, ML, DL, MATLAB",1,1,No
24eg105a27,Naveen,Male,MECH,3,7.91,94,69,0,2,"C, DL, Java, MATLAB, ML",1,1,No
24eg108a28,Sneha,Female,CHEM,3,8.75,54,60,2,2,"C, AutoCAD, DL, ML, SQL",0,0,No
24eg102e29,Suresh,Male,AIML,3,8.29,67,67,1,4,"DL, AutoCAD, SQL, Python, ML",0,3,No
24eg103a30,Suresh,Male,ECE,4,7.83,53,79,0,0,"DL, Python, MATLAB, Java, ML",1,2,No
24eg108c31,Kiran,Male,CHEM,1,4.34,92,58,0,0,"ML, DL, SQL, Java",2,0,Yes
24eg104b32,Divya,Female,IT,2,5.77,90,49,0,2,"ML, AutoCAD, Java, SQL, Python, MATLAB",3,0,No
24eg101f33,Sneha,Female,CSE,3,9.81,75,57,0,1,"AutoCAD, SQL",2,0,Yes
24eg104d34,Arjun,Male,IT,4,9.47,57,76,0,3,"ML, SQL",0,2,No
24eg101f35,Priya,Female,CSE,2,5.98,98,69,0,1,"DL, MATLAB, SQL, Java, ML, Python",1,2,Yes
24eg107d36,Neha,Female,EEE,1,5.95,90,76,4,5,"AutoCAD, C, MATLAB, Java, DL",0,3,No
24eg102d37,Kiran,Male,AIML,3,4.34,89,93,0,0,"ML, Python",1,3,Yes
24eg104e38,Amit,Male,IT,1,9.04,98,81,1,4,"SQL, ML",0,2,No
24eg101c39,Vikas,Male,CSE,1,5.54,99,45,0,2,"AutoCAD, SQL, MATLAB, C, Java",1,0,No
24eg101f40,Naveen,Male,CSE,2,9.61,87,53,4,4,"Java, AutoCAD, SQL, ML",0,1,Yes
24eg106b41,Kiran,Male,CIVIL,2,9.91,98,79,0,2,"ML, Python, AutoCAD",3,2,No
24eg107d42,Rohit,Male,EEE,3,7.88,67,87,0,3,"C, AutoCAD, SQL, DL",3,3,Yes
24eg107e43,Kiran,Male,EEE,2,8.21,84,54,3,4,"AutoCAD, MATLAB",0,2,No
24eg105a44,Vikas,Male,MECH,3,8.68,94,72,0,3,"DL, Java, AutoCAD, SQL, C, ML",2,2,No
24eg104e45,Rahul,Male,IT,2,4.29,57,71,0,1,"DL, SQL, Java",1,3,No
24eg104d46,Sneha,Female,IT,3,7.41,93,74,0,1,"MATLAB, DL, AutoCAD",1,1,Yes
24eg105b47,Pooja,Female,MECH,3,9.13,67,47,0,1,"MATLAB, Python, C",0,3,Yes
24eg105a48,Pooja,Female,MECH,2,7.39,80,80,0,0,"Java, Python, AutoCAD, MATLAB, DL",1,3,No
24eg101f49,Rohit,Male,CSE,3,8.68,96,71,4,7,"DL, ML",3,3,No
24eg108a50,Sneha,Female,CHEM,3,5.61,69,69,0,1,"Java, SQL, ML, DL, C",3,2,Yes
24eg105c51,Sneha,Female,MECH,2,9.51,78,54,1,1,"Python, Java, AutoCAD, SQL, DL, MATLAB",1,2,Yes
24eg108a52,Sneha,Female,CHEM,1,8.57,90,86,1,3,"AutoCAD, MATLAB, DL, Python",2,2,Yes
24eg108c53,Neha,Female,CHEM,3,4.99,77,47,0,1,"SQL, ML, MATLAB, C",3,2,No
24eg108d54,Arjun,Male,CHEM,2,4.99,62,99,0,3,"AutoCAD, C, SQL",2,3,Yes
24eg103c55,Arjun,Male,ECE,2,9.16,77,90,0,2,"DL, C, SQL, AutoCAD",0,0,No
24eg103e56,Kavya,Female,ECE,2,7.77,60,85,0,1,"SQL, ML, Java, MATLAB, AutoCAD",3,1,No
24eg106b57,Neha,Female,CIVIL,4,6.12,67,85,0,2,"ML, AutoCAD",3,0,Yes
24eg104d58,Rahul,Male,IT,1,8.46,56,78,3,3,"C, ML",0,2,No
24eg104b59,Neha,Female,IT,4,4.18,86,88,0,0,"Python, Java",1,3,No
24eg106b60,Rohit,Male,CIVIL,4,5.62,97,46,1,1,"AutoCAD, Python, Java, DL",0,1,No
24eg102a61,Kiran,Male,AIML,3,8.55,71,79,3,5,"SQL, ML, DL, Java, AutoCAD",0,2,Yes
24eg101f62,Amit,Male,CSE,3,4.96,75,83,0,3,"Python, C, Java, DL, SQL",1,2,No
24eg101f63,Anjali,Female,CSE,2,8.79,61,61,0,3,"AutoCAD, ML",1,3,No
24eg106e64,Naveen,Male,CIVIL,2,7.55,95,82,4,7,"SQL, AutoCAD, ML, C, Python",3,3,No
24eg102e65,Amit,Male,AIML,2,6.96,63,54,0,1,"DL, ML, AutoCAD, SQL, Java, C",0,0,No
24eg103c66,Rohit,Male,ECE,4,6.16,50,73,0,0,"C, ML, Java, DL, Python, AutoCAD",1,1,No
24eg101a67,Neha,Female,CSE,3,5.6,53,50,0,3,"C, DL, Java, MATLAB",1,1,No
24eg107e68,Pooja,Female,EEE,2,5.54,51,95,4,5,"SQL, DL, MATLAB",2,3,Yes
24eg107f69,Kiran,Male,EEE,3,4.43,56,95,0,0,"Java, DL, SQL, ML, C, Python",2,0,Yes
24eg108b70,Vikas,Male,CHEM,1,4.86,55,71,0,3,"Java, C, ML, AutoCAD",3,1,No
24eg105e71,Vikas,Male,MECH,3,6.84,62,97,0,2,"C, MATLAB",1,1,Yes
24eg107e72,Neha,Female,EEE,4,6.46,86,55,0,2,"Python, DL, Java",2,1,No
24eg106d73,Sneha,Female,CIVIL,2,7.01,89,53,0,2,"Java, SQL, Python, AutoCAD, ML",2,1,No
24eg102a74,Kavya,Female,AIML,2,4.92,83,98,0,1,"Java, MATLAB, AutoCAD, C",1,0,Yes
24eg103d75,Sneha,Female,ECE,3,5.33,53,93,0,2,"Python, Java, MATLAB, SQL, ML",0,3,Yes
24eg107d76,Rahul,Male,EEE,1,9.96,57,96,1,4,"DL, AutoCAD, C, Python, MATLAB",2,0,No
24eg108f77,Kiran,Male,CHEM,2,9.72,83,77,0,2,"C, DL",0,0,No
24eg105f78,Priya,Female,MECH,1,8.16,85,99,0,2,"Python, MATLAB, C, ML, DL",3,1,No
24eg103b79,Rohit,Male,ECE,1,5.24,52,45,0,0,"C, MATLAB, Java",0,1,No
24eg103e80,Anjali,Female,ECE,2,7.71,55,70,0,0,"DL, Java, Python, SQL",3,3,No
24eg107c81,Amit,Male,EEE,4,9.45,59,69,0,3,"MATLAB, C, ML, Python",3,3,No
24eg102c82,Anjali,Female,AIML,4,6.3,51,58,0,0,"ML, Python, Java, SQL",1,2,No
24eg101b83,Neha,Female,CSE,1,7.49,76,65,0,1,"DL, MATLAB, C, Python, Java",0,1,Yes
24eg107b84,Suresh,Male,EEE,3,8.76,58,83,0,0,"Java, DL",2,1,No
24eg103c85,Kiran,Male,ECE,2,7.98,79,86,1,1,"DL, Java, SQL, C, Python",2,1,Yes
24eg102b86,Pooja,Female,AIML,1,4.05,92,79,0,3,"C, SQL, Java, AutoCAD",3,3,No
24eg108d87,Sneha,Female,CHEM,4,5.98,100,47,3,6,"MATLAB, C",0,2,No
24eg102d88,Kiran,Male,AIML,2,9.15,66,72,0,3,"MATLAB, AutoCAD, C",3,2,No
24eg107a89,Rahul,Male,EEE,3,7.04,53,64,0,0,"C, DL, Java, ML, Python, SQL",0,0,No
24eg106c90,Suresh,Male,CIVIL,2,9.22,69,45,0,3,"AutoCAD, C, MATLAB, Java, ML, Python",2,0,Yes
24eg107b91,Arjun,Male,EEE,3,4.85,63,67,0,0,"C, DL, MATLAB, ML",2,2,Yes
24eg103f92,Arjun,Male,ECE,3,6.99,92,99,2,2,"ML, Java",3,1,No
24eg105a93,Arjun,Male,MECH,1,4.03,82,69,0,2,"AutoCAD, ML, DL",3,0,Yes
24eg103f94,Kavya,Female,ECE,3,7.72,93,82,0,3,"MATLAB, AutoCAD, ML",2,0,No
24eg103c95,Vikas,Male,ECE,3,6.67,67,77,0,2,"MATLAB, Java",3,1,No
24eg108d96,Neha,Female,CHEM,1,5.58,81,51,0,0,"SQL, C, Java, AutoCAD, Python, MATLAB",1,2,No
24eg105b97,Neha,Female,MECH,1,4.04,92,67,0,1,"AutoCAD, ML",2,3,No
24eg102c98,Neha,Female,AIML,2,6.37,91,91,0,2,"C, MATLAB, ML, Python, DL",1,3,No
24eg101c99,Divya,Female,CSE,4,4.22,93,53,0,1,"DL, AutoCAD",2,2,No
24eg108e00,Kiran,Male,CHEM,2,5.93,95,89,0,3,"MATLAB, AutoCAD, Java, SQL, C, DL",3,2,No
24eg102f01,Neha,Female,AIML,4,9.5,58,57,0,2,"DL, Java",0,2,Yes
24eg103b02,Priya,Female,ECE,1,6.77,83,71,0,3,"Java, AutoCAD, Python, DL, ML",2,3,No
24eg107d03,Vikas,Male,EEE,4,9.08,70,85,0,0,"AutoCAD, SQL",3,0,Yes
24eg101d04,Naveen,Male,CSE,1,4.29,100,93,4,6,"ML, AutoCAD, DL, Java, SQL",2,1,Yes
24eg105e05,Arjun,Male,MECH,4,7.8,89,50,0,1,"DL, ML, AutoCAD, SQL, MATLAB, C",3,3,No
24eg101f06,Pooja,Female,CSE,4,7.25,71,90,4,5,"ML, MATLAB",0,1,No
24eg105e07,Rahul,Male,MECH,1,9.3,91,68,3,3,"SQL, DL, Python, C, AutoCAD, MATLAB",2,0,Yes
24eg104f08,Pooja,Female,IT,2,8.29,53,94,0,0,"SQL, Python",3,3,No
24eg101f09,Sneha,Female,CSE,3,5.89,54,86,3,6,"MATLAB, Python",2,3,No
24eg103e10,Divya,Female,ECE,3,6.06,56,61,0,1,"C, MATLAB, ML, Python, DL",0,2,No
24eg101b11,Kavya,Female,CSE,2,6.1,97,66,0,0,"ML, Python",3,3,Yes
24eg103c12,Pooja,Female,ECE,2,5.67,91,93,4,6,"MATLAB, DL, ML, SQL, Java, Python",0,3,No
24eg101f13,Neha,Female,CSE,3,8.73,76,69,0,3,"C, DL, SQL, ML, MATLAB",3,3,No
24eg102e14,Arjun,Male,AIML,4,4.44,78,63,4,4,"AutoCAD, C, DL",0,3,Yes
24eg108d15,Vikas,Male,CHEM,3,7.82,81,95,0,1,"Python, ML, AutoCAD, Java, SQL, MATLAB",1,0,Yes
24eg107d16,Kiran,Male,EEE,4,5.27,94,82,0,3,"AutoCAD, C",3,1,No
24eg106d17,Neha,Female,CIVIL,1,6.76,96,51,3,3,"Java, ML, DL, MATLAB",3,1,Yes
24eg107a18,Vikas,Male,EEE,4,8.5,52,90,0,2,"MATLAB, DL, Python, ML, AutoCAD",2,2,No
24eg101a19,Sneha,Female,CSE,2,4.99,80,51,0,2,"ML, Python, AutoCAD",0,1,No
24eg105e20,Divya,Female,MECH,3,9.37,60,99,3,5,"SQL, Java, AutoCAD, C, Python, ML",2,0,No
24eg102d21,Rohit,Male,AIML,2,8.56,85,51,0,2,"ML, AutoCAD, C, Java, MATLAB, DL",2,2,No
24eg103f22,Amit,Male,ECE,2,9.41,85,48,0,0,"C, ML",2,3,No
24eg102a23,Anjali,Female,AIML,1,5.69,56,77,0,2,"C, DL, SQL, Java, Python",2,0,Yes
24eg101a24,Pooja,Female,CSE,1,6.77,88,52,0,0,"AutoCAD, SQL",2,1,Yes
24eg105f25,Rahul,Male,MECH,4,7.45,83,48,0,3,"ML, DL",2,2,No
24eg107d26,Kavya,Female,EEE,4,8.48,53,81,0,3,"C, SQL, DL, MATLAB, Python, Java",3,3,No
24eg104e27,Neha,Female,IT,4,9.79,88,56,0,2,"Java, AutoCAD, C",2,2,No
24eg103a28,Amit,Male,ECE,4,6.7,68,51,0,1,"AutoCAD, DL, MATLAB, Python, SQL",2,0,Yes
24eg107c29,Rohit,Male,EEE,4,9.45,62,49,0,0,"Java, C, SQL, AutoCAD, MATLAB, ML",0,1,Yes
24eg101f30,Sneha,Female,CSE,3,6.49,77,79,0,0,"C, AutoCAD",3,2,No
24eg107d31,Rohit,Male,EEE,3,9.53,64,96,0,1,"Java, C, MATLAB, AutoCAD",0,2,Yes
24eg104d32,Kavya,Female,IT,1,7.12,51,62,0,2,"MATLAB, DL, C, Java, SQL",0,3,Yes
24eg101d33,Neha,Female,CSE,4,6.91,85,86,0,3,"SQL, Python, C, MATLAB, AutoCAD, DL",1,2,No
24eg105e34,Anjali,Female,MECH,3,8.48,91,91,0,2,"Python, SQL, Java, C, ML, MATLAB",3,2,No
24eg105b35,Rahul,Male,MECH,1,8.55,97,70,0,3,"Java, MATLAB, SQL, C, Python",1,1,No
24eg108e36,Priya,Female,CHEM,2,7.0,60,51,0,2,"MATLAB, DL, SQL, Python, ML",1,3,No
24eg103b37,Divya,Female,ECE,1,8.19,61,69,0,1,"MATLAB, Java, SQL",2,3,No
24eg101e38,Neha,Female,CSE,2,4.91,50,87,0,3,"AutoCAD, C, MATLAB, ML, Python, DL",1,3,No
24eg105f39,Neha,Female,MECH,3,8.03,89,51,0,2,"Python, ML, SQL",2,1,No
24eg102f40,Neha,Female,AIML,4,5.87,98,67,2,2,"DL, SQL, MATLAB",1,0,No
24eg104f41,Rahul,Male,IT,3,7.41,81,51,0,2,"ML, DL, Python",0,1,No
24eg106f42,Divya,Female,CIVIL,3,7.12,90,97,0,1,"Java, Python, SQL",2,0,No
24eg103a43,Rahul,Male,ECE,2,6.37,55,98,0,2,"C, AutoCAD, MATLAB, DL, Python, SQL",0,2,No
24eg104d44,Priya,Female,IT,2,8.5,76,48,0,3,"C, AutoCAD, SQL, MATLAB, ML, Java",0,1,No
24eg106e45,Sneha,Female,CIVIL,2,5.62,70,91,0,2,"SQL, AutoCAD, MATLAB, DL, C, Java",2,1,No
24eg102b46,Divya,Female,AIML,4,4.32,61,95,0,1,"C, Java, MATLAB, DL",3,3,No
24eg106c47,Kiran,Male,CIVIL,4,6.23,55,99,0,1,"Python, SQL, Java, MATLAB",2,2,Yes
24eg101e48,Sneha,Female,CSE,4,7.25,82,49,0,3,"Java, ML, C, Python, DL",0,0,No
24eg106e49,Sneha,Female,CIVIL,3,5.62,100,87,0,1,"MATLAB, AutoCAD, DL",3,3,No
24eg107f50,Priya,Female,EEE,4,6.58,59,68,0,0,"Java, AutoCAD, SQL, MATLAB, ML",3,2,No
24eg104d51,Divya,Female,IT,2,5.42,77,95,0,3,"Java, AutoCAD, ML, SQL, DL",0,3,Yes
24eg103f52,Rohit,Male,ECE,2,8.14,92,93,1,1,"Java, SQL, C, Python, MATLAB, AutoCAD",1,2,Yes
24eg107f53,Sneha,Female,EEE,2,8.25,69,56,0,3,"Python, SQL, Java, ML, DL, AutoCAD",3,1,Yes
24eg106e54,Pooja,Female,CIVIL,1,5.97,61,48,1,3,"ML, Python, C, MATLAB, SQL",3,1,No
