Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status,Eligible_Companies,Eligible_Count
EG02853,Rahul Rao,Female,IT,3rd Year,5.98,74.2,83.6,0,0,"Java, Git, Power BI, Keras","Coursera ML, IBM Data Science, Google Data Analytics",3,No,HCL,1
EG02854,Chetan Iyengar,Female,CSE,4th Year,7.44,77.4,80.7,0,0,"Django, React",Udemy DSA,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02855,Aarav Mehta,Female,IT,4th Year,8.54,70.3,86.7,0,0,"Django, Git, AWS",AWS Cloud Practitioner,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02856,Vikas Pandey,Female,CSE,4th Year,6.64,63.9,56.4,0,0,"TensorFlow, AWS","AWS Cloud Practitioner, Cisco CCNA, Oracle Java",1,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02857,Aarav Karnam,Male,CSE,2nd Year,6.41,89.2,80.3,0,0,"React, JavaScript, Django, Machine Learning, HTML/CSS","AWS Cloud Practitioner, NPTEL Python",2,No,"TCS, Wipro, Cognizant, HCL",4
EG02858,Rohit Reddy,Female,IT,2nd Year,6.95,84.2,78.6,3,3,"Git, C++, Keras, Machine Learning, JavaScript, Deep Learning",Google Data Analytics,1,No,None,0
EG02859,Kiran Choudhary,Female,CSE,1st Year,8.5,82.1,80.3,0,1,"Flask, Git, SQL","AWS Cloud Practitioner, Oracle Java",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02860,Sneha Sharma,Male,ECE,4th Year,7.41,68.0,77.0,1,1,"SQL, JavaScript, TensorFlow, Deep Learning","AWS Cloud Practitioner, HackerRank SQL",1,Yes,"Wipro, HCL",2
EG02861,Sneha Desai,Female,CHEM,1st Year,6.62,98.4,82.8,0,0,"HTML/CSS, SQL, Python, Flask, Deep Learning, AWS",,0,No,None,0
EG02862,Yamini Shah,Male,MECH,1st Year,7.73,77.0,71.7,0,0,"HTML/CSS, Keras, Python, Node.js, React, Java","AWS Cloud Practitioner, Oracle Java, IBM Data Science",3,No,"Wipro, HCL, Deloitte",3
EG02863,Tarun Pillai,Male,CIVIL,4th Year,5.99,87.3,90.4,2,3,"DSA, Tableau, AWS","NPTEL Python, Coursera ML",1,Yes,None,0
EG02864,Gayatri Reddy,Male,AIML,1st Year,7.95,67.5,83.2,0,0,"TensorFlow, JavaScript","Udemy DSA, AWS Cloud Practitioner",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02865,Sarvani Reddy,Male,ECE,1st Year,7.65,80.1,79.7,2,2,"Django, Git, React, Deep Learning, Keras, R",AWS Cloud Practitioner,0,No,None,0
EG02866,Swathi Naidu,Male,MECH,4th Year,6.86,84.9,70.3,0,0,"Java, Tableau",Oracle Java,0,No,"Wipro, HCL",2
EG02867,Manoj Varma,Male,IT,2nd Year,6.28,85.3,87.0,2,2,"R, Node.js, Flask, C++, SQL",NPTEL Python,1,Yes,None,0
EG02868,Uma Nair,Male,CSE,4th Year,6.22,83.5,80.3,0,0,"Flask, Python","Cisco CCNA, Coursera ML",1,No,"TCS, Wipro, Cognizant, HCL",4
EG02869,Vikas Shah,Male,IT,2nd Year,7.79,86.9,69.7,0,1,"Flask, C++, TensorFlow, Git, Python, Tableau",,1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG02870,Sarvani Prasad,Female,MECH,2nd Year,8.55,70.7,77.4,0,0,"AWS, Flask, SQL, Git, Machine Learning, Node.js","NPTEL Python, Oracle Java",2,Yes,"Wipro, HCL, Deloitte",3
EG02871,Srinivas Mishra,Female,IT,1st Year,6.5,84.0,84.9,1,1,"DSA, HTML/CSS","HackerRank SQL, Coursera ML, Udemy DSA",3,Yes,"Wipro, HCL",2
EG02872,Rajesh Gupta,Male,CSE,4th Year,7.7,83.1,84.1,0,0,"Node.js, React","IBM Data Science, Coursera ML",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02873,Varun Desai,Female,CSE,4th Year,4.9,84.3,83.4,4,5,"DSA, Java, SQL, C++, R, TensorFlow","Udemy DSA, AWS Cloud Practitioner",0,No,None,0
EG02874,Pooja Sharma,Male,CSE,2nd Year,6.56,82.7,79.0,0,0,"Python, JavaScript, AWS, R","HackerRank SQL, Udemy DSA",1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG02875,Santosh Babu,Female,CSE,4th Year,7.17,69.3,89.3,0,2,"TensorFlow, AWS, Java, Flask, Keras, Python",Google Data Analytics,1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG02876,Vikas Varma,Female,IT,1st Year,6.2,68.8,91.6,0,1,"R, JavaScript, Python, TensorFlow","Udemy DSA, Oracle Java",0,No,"TCS, Wipro, Cognizant, HCL",4
EG02877,Nikhil Hegde,Female,MECH,3rd Year,6.17,59.9,86.1,0,0,"HTML/CSS, Keras, C++",NPTEL Python,0,No,"Wipro, HCL",2
EG02878,Neha Mishra,Female,IT,2nd Year,6.47,90.2,71.5,0,1,"TensorFlow, AWS, Django, Git, JavaScript, Python",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG02879,Divya Shah,Female,CSE,4th Year,7.52,90.3,66.4,0,0,"Keras, HTML/CSS","Google Data Analytics, Coursera ML, AWS Cloud Practitioner",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02880,Santosh Hegde,Female,CIVIL,3rd Year,6.99,90.4,72.0,1,1,"Deep Learning, Power BI, Java, Node.js, Machine Learning",,2,No,None,0
EG02881,Pranav Varma,Female,CHEM,4th Year,4.74,85.1,99.5,0,0,"DSA, Tableau, React, HTML/CSS, AWS",,1,Yes,None,0
EG02882,Bhavya Iyer,Female,EEE,3rd Year,4.87,60.7,81.1,0,0,"Git, TensorFlow, Flask, Deep Learning, Power BI",,0,Yes,None,0
EG02883,Shiva Singh,Male,EEE,3rd Year,6.53,71.7,100.0,0,0,"Power BI, Machine Learning","Cisco CCNA, Google Data Analytics, HackerRank SQL",0,No,"TCS, Wipro, Cognizant, HCL",4
EG02884,Rohit Varma,Male,CSE,3rd Year,7.7,83.7,76.7,3,3,"Python, DSA, SQL, Keras, Tableau, Node.js",,0,Yes,None,0
EG02885,Sarvani Pandey,Female,EEE,4th Year,4.18,83.4,75.2,0,1,"JavaScript, Java, React, Flask, R, Python","Udemy DSA, Cisco CCNA, IBM Data Science",1,Yes,None,0
EG02886,Swathi Rajan,Female,CIVIL,1st Year,6.65,79.8,77.2,0,0,"JavaScript, Keras",HackerRank SQL,1,No,None,0
EG02887,Aarav Reddy,Male,CHEM,3rd Year,6.62,85.7,77.0,0,2,"Power BI, Java, AWS, Deep Learning, R","Udemy DSA, HackerRank SQL, Oracle Java",0,Yes,None,0
EG02888,Isha Prasad,Male,MECH,4th Year,8.73,82.1,69.5,1,1,"Java, JavaScript, Flask, Node.js","Cisco CCNA, Coursera ML",3,Yes,"Wipro, HCL",2
EG02889,Nikhil Rao,Male,ECE,2nd Year,6.78,83.2,65.4,4,6,"C++, Python, TensorFlow, Django, HTML/CSS",,1,No,None,0
EG02890,Farhan Sharma,Female,AIML,1st Year,7.62,75.6,83.5,3,4,"C++, Keras, React",,2,No,None,0
EG02891,Harish Shah,Male,AIML,1st Year,7.36,91.8,89.6,2,3,"Keras, Machine Learning, React, C++, Java","Oracle Java, Udemy DSA, NPTEL Python",0,Yes,None,0
EG02892,Harish Hegde,Male,CHEM,4th Year,4.86,77.7,100.0,0,1,"Python, DSA","Oracle Java, Udemy DSA, Cisco CCNA",0,No,None,0
EG02893,Varun Pillai,Male,CSE,1st Year,8.05,68.7,73.2,0,1,"AWS, Keras, Tableau, SQL",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02894,Anika Joshi,Male,IT,1st Year,7.44,74.3,74.1,0,0,"Python, SQL, Deep Learning",Oracle Java,1,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG02895,Divya Bhat,Male,CIVIL,2nd Year,7.76,78.5,69.5,0,1,"HTML/CSS, React",,0,No,Deloitte,1
EG02896,Vijay Chowdary,Female,MECH,1st Year,10.0,91.9,90.4,0,0,"Flask, C++","AWS Cloud Practitioner, Oracle Java",3,Yes,"Wipro, HCL, Deloitte",3
EG02897,Pooja Iyer,Female,CHEM,1st Year,4.91,81.6,87.0,0,0,"JavaScript, DSA, Django, SQL, C++","Google Data Analytics, Cisco CCNA, HackerRank SQL",2,No,None,0
EG02898,Pranav Mishra,Male,IT,4th Year,9.1,80.1,68.4,0,2,"R, Python",,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG02899,Kavya Naidu,Female,CHEM,2nd Year,6.88,69.5,68.1,0,0,"Keras, Deep Learning, R","Udemy DSA, HackerRank SQL, AWS Cloud Practitioner",2,Yes,None,0
EG02900,Aarav Reddy,Female,CSE,3rd Year,7.52,89.9,88.5,0,0,"Keras, Deep Learning, TensorFlow, C++, R","Oracle Java, Cisco CCNA",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02901,Samhita Chowdary,Female,MECH,4th Year,7.15,75.5,82.2,0,0,"DSA, React, Power BI, SQL, Deep Learning, AWS",Google Data Analytics,0,No,"Wipro, HCL, Deloitte",3
EG02902,Akash Bhat,Male,EEE,4th Year,6.73,81.0,86.3,1,1,"Tableau, Flask, Git",,0,No,"Wipro, HCL",2
EG02903,Kavya Shastri,Female,CSE,3rd Year,6.57,96.8,68.3,0,0,"Machine Learning, DSA, JavaScript, AWS, Git, C++",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02904,Bhavya Shah,Male,CHEM,4th Year,7.56,87.1,57.3,2,2,"Python, Django, R, Keras, Power BI, AWS","Google Data Analytics, HackerRank SQL",0,No,None,0
EG02905,Shiva Shastri,Male,MECH,2nd Year,5.53,65.7,68.4,0,0,"JavaScript, Power BI, Deep Learning",,0,Yes,HCL,1
EG02906,Farhan Nair,Male,MECH,4th Year,8.03,64.3,85.6,0,0,"AWS, C++, TensorFlow","Cisco CCNA, Google Data Analytics, AWS Cloud Practitioner",1,No,"Wipro, HCL, Deloitte",3
EG02907,Manoj Tiwari,Male,EEE,4th Year,6.74,81.4,100.0,0,0,"React, R","NPTEL Python, AWS Cloud Practitioner, Coursera ML",0,No,"TCS, Wipro, Cognizant, HCL",4
EG02908,Rahul Pandey,Female,IT,1st Year,5.96,69.9,73.3,0,2,"Machine Learning, DSA","Udemy DSA, AWS Cloud Practitioner, HackerRank SQL",0,No,HCL,1
EG02909,Pranav Patel,Female,CSE,2nd Year,6.7,88.5,100.0,1,3,"R, Git, Deep Learning, AWS, Power BI, Node.js","Google Data Analytics, Oracle Java",0,No,"Wipro, HCL",2
EG02910,Divya Shastri,Male,MECH,4th Year,8.58,82.4,87.1,0,1,"Java, Django, Flask, Git, Power BI","NPTEL Python, IBM Data Science, Google Data Analytics",0,No,"Wipro, HCL, Deloitte",3
EG02911,Yamini Mehta,Male,AIML,2nd Year,6.61,83.7,62.7,2,2,"Tableau, HTML/CSS, Machine Learning","Udemy DSA, Coursera ML",1,Yes,None,0
EG02912,Santosh Karnam,Female,CIVIL,1st Year,7.59,74.9,80.4,0,0,"Django, Flask, Machine Learning, Java, Tableau, AWS","Cisco CCNA, IBM Data Science, HackerRank SQL",0,No,Deloitte,1
EG02913,Anika Rajan,Female,EEE,4th Year,6.4,99.4,87.5,0,1,"React, Keras","NPTEL Python, Coursera ML, Google Data Analytics",1,No,"TCS, Wipro, Cognizant, HCL",4
EG02914,Jayanth Hegde,Male,AIML,1st Year,8.03,100.0,51.3,0,0,"Flask, Deep Learning, SQL","HackerRank SQL, Cisco CCNA, NPTEL Python",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02915,Zara Desai,Female,AIML,2nd Year,7.95,79.2,85.1,0,2,"Keras, C++, Power BI","Udemy DSA, Oracle Java, Coursera ML",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02916,Uma Joshi,Male,CSE,4th Year,9.23,85.5,90.9,0,0,"React, SQL, Power BI, R",,2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02917,Isha Rao,Female,ECE,2nd Year,7.01,83.0,82.4,0,1,"Java, Git, TensorFlow, Django, Node.js, AWS","IBM Data Science, Udemy DSA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02918,Sarvani Shah,Male,AIML,4th Year,7.94,79.4,77.3,1,1,"TensorFlow, Java",HackerRank SQL,1,No,"Wipro, HCL",2
EG02919,Kavya Joshi,Male,CSE,2nd Year,7.31,73.7,76.1,0,0,"Java, C++, Deep Learning","AWS Cloud Practitioner, IBM Data Science",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02920,Lakshmi Rao,Female,MECH,4th Year,8.63,71.2,75.5,0,1,"SQL, Machine Learning, Tableau",,1,No,"Wipro, HCL, Deloitte",3
EG02921,Farhan Rajan,Female,CSE,4th Year,6.41,70.6,65.1,2,3,"DSA, HTML/CSS, Machine Learning, React, Keras, Power BI",Google Data Analytics,2,No,None,0
EG02922,Vishnu Hegde,Female,EEE,2nd Year,8.02,86.1,70.4,0,0,"Django, DSA, Git, React",,0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG02923,Gayatri Pillai,Male,AIML,4th Year,6.99,76.8,73.4,0,0,"AWS, Django, Python, Machine Learning, Deep Learning",,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG02924,Samhita Rao,Male,IT,3rd Year,7.13,56.2,79.2,0,1,"Java, AWS, SQL, JavaScript","Oracle Java, IBM Data Science, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02925,Kavya Choudhary,Male,IT,3rd Year,7.3,86.4,71.9,2,2,"Keras, Flask, C++, JavaScript",AWS Cloud Practitioner,0,No,None,0
EG02926,Vikas Gupta,Female,MECH,3rd Year,7.48,81.6,68.4,0,0,"Node.js, Deep Learning, SQL, DSA, C++","Oracle Java, NPTEL Python, Cisco CCNA",3,Yes,"Wipro, HCL, Deloitte",3
EG02927,Harish Shastri,Female,MECH,1st Year,7.07,95.5,86.4,0,0,"HTML/CSS, Python, Tableau, Machine Learning","Coursera ML, Oracle Java, HackerRank SQL",1,No,"Wipro, HCL, Deloitte",3
EG02928,Tarun Joshi,Female,CSE,4th Year,7.44,85.7,82.1,3,4,"Java, Node.js","AWS Cloud Practitioner, Coursera ML",0,Yes,None,0
EG02929,Chetan Reddy,Male,CSE,2nd Year,8.94,67.2,72.1,1,1,"Python, R, Flask, Deep Learning, Power BI","IBM Data Science, HackerRank SQL",0,No,"Wipro, HCL",2
EG02930,Kavya Pillai,Male,MECH,2nd Year,8.28,59.7,83.6,0,1,"SQL, Python","Coursera ML, AWS Cloud Practitioner",0,No,"Wipro, HCL, Deloitte",3
EG02931,Yamini Pandey,Female,IT,4th Year,8.16,74.8,73.0,1,1,"DSA, HTML/CSS, TensorFlow, SQL",AWS Cloud Practitioner,0,Yes,"Wipro, HCL",2
EG02932,Zara Sharma,Male,CHEM,2nd Year,6.7,75.7,78.7,1,1,"AWS, Node.js, JavaScript, DSA",IBM Data Science,1,No,None,0
EG02933,Aarav Prasad,Female,IT,3rd Year,6.22,91.4,88.7,0,0,"Tableau, Java",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG02934,Farhan Joshi,Female,EEE,2nd Year,8.25,81.9,71.4,0,0,"React, TensorFlow","Udemy DSA, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG02935,Lakshmi Reddy,Male,CHEM,3rd Year,8.16,93.3,65.1,0,0,"SQL, DSA, Tableau, Keras, R, Power BI","NPTEL Python, Oracle Java, Cisco CCNA",0,Yes,None,0
EG02936,Jayanth Mishra,Male,MECH,2nd Year,8.82,68.8,76.4,0,0,"Tableau, Deep Learning, React, R","AWS Cloud Practitioner, HackerRank SQL",1,No,"Wipro, HCL, Deloitte",3
EG02937,Aarav Varma,Female,MECH,4th Year,6.54,91.7,63.0,0,0,"Django, Keras, Machine Learning, R","Oracle Java, Coursera ML",0,No,"Wipro, HCL",2
EG02938,Isha Mehta,Male,IT,3rd Year,6.95,89.2,74.9,0,0,"Python, Tableau, AWS, Machine Learning","NPTEL Python, Oracle Java, IBM Data Science",0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG02939,Kavya Mehta,Male,CSE,2nd Year,5.4,61.8,74.9,2,2,"C++, SQL, Python, Django",,0,No,None,0
EG02940,Vikas Patel,Female,ECE,1st Year,6.77,95.2,50.9,0,0,"C++, R, DSA, Python, Deep Learning","Google Data Analytics, AWS Cloud Practitioner",0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02941,Venkat Joshi,Female,CSE,3rd Year,8.3,82.9,83.8,0,0,"Git, JavaScript, DSA",Udemy DSA,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02942,Srinivas Varma,Female,MECH,3rd Year,6.69,85.9,76.0,0,0,"Power BI, Deep Learning, Keras, AWS, Tableau","AWS Cloud Practitioner, Google Data Analytics",1,Yes,"Wipro, HCL",2
EG02943,Pranav Hegde,Female,AIML,4th Year,7.9,73.4,91.0,0,2,"Flask, React, Tableau, Node.js",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02944,Venkat Kumar,Male,MECH,2nd Year,6.99,94.8,80.4,4,4,"Git, AWS, R, Keras","Google Data Analytics, Coursera ML",3,No,None,0
EG02945,Divya Krishnan,Male,CSE,4th Year,7.56,70.1,86.1,0,0,"TensorFlow, JavaScript, DSA",Coursera ML,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02946,Videm Choudhary,Male,EEE,4th Year,5.94,90.3,91.1,0,0,"Tableau, R, Python, Java, Machine Learning, SQL",,1,No,HCL,1
EG02947,Suresh Iyengar,Female,CIVIL,3rd Year,7.29,90.2,76.6,4,4,"Git, Keras","HackerRank SQL, Oracle Java, Coursera ML",1,No,None,0
EG02948,Manoj Tiwari,Female,CHEM,4th Year,4.0,72.3,78.0,0,0,"Git, Power BI, Keras","Cisco CCNA, Coursera ML, HackerRank SQL",1,No,None,0
EG02949,Kavya Mishra,Male,AIML,4th Year,6.99,100.0,60.7,0,0,"Deep Learning, Flask, Power BI, AWS, C++, DSA","Coursera ML, Udemy DSA, Google Data Analytics",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02950,Chetan Krishnan,Female,MECH,4th Year,5.41,84.3,91.6,0,0,"Machine Learning, Django, R, Python, Node.js, AWS",,2,No,None,0
EG02951,Vikas Patel,Female,CIVIL,1st Year,8.53,88.5,76.4,0,1,"Machine Learning, Java, DSA, React, Flask","Google Data Analytics, NPTEL Python",1,No,Deloitte,1
EG02952,Santosh Desai,Female,CSE,1st Year,8.06,66.7,66.9,0,2,"Python, Machine Learning","Google Data Analytics, NPTEL Python",0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Microsoft, Deloitte",8
EG02953,Swathi Bhat,Male,IT,3rd Year,7.71,100.0,86.1,0,1,"Python, SQL, JavaScript",,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG02954,Srinivas Karnam,Male,CSE,2nd Year,8.87,69.8,54.0,0,0,"SQL, C++","Coursera ML, HackerRank SQL",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02955,Videm Bhat,Male,EEE,3rd Year,6.16,92.2,73.3,2,3,"Machine Learning, Power BI, React","IBM Data Science, Cisco CCNA",1,No,None,0
EG02956,Meera Krishnan,Male,CSE,3rd Year,9.12,72.1,88.0,0,0,"Git, Flask, AWS",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02957,Yamini Rajan,Male,CIVIL,3rd Year,8.23,75.8,73.2,0,0,"Django, DSA, TensorFlow, Flask, Git","Cisco CCNA, AWS Cloud Practitioner, Google Data Analytics",0,No,Deloitte,1
EG02958,Naveen Prasad,Female,CSE,3rd Year,6.94,89.9,70.1,0,0,"Power BI, HTML/CSS, JavaScript, Node.js, SQL, TensorFlow","Oracle Java, Udemy DSA, Google Data Analytics",1,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02959,Zara Nair,Male,CIVIL,2nd Year,8.45,92.3,73.4,0,0,"React, AWS, C++, Deep Learning",,1,Yes,Deloitte,1
EG02960,Chetan Krishnan,Male,AIML,2nd Year,5.98,69.3,55.9,0,0,"C++, Python, Node.js",Oracle Java,0,No,HCL,1
EG02961,Sarvani Pillai,Male,CHEM,3rd Year,6.29,92.9,85.9,2,3,"Power BI, Java, R",,0,No,None,0
EG02962,Samhita Iyer,Male,MECH,3rd Year,6.53,92.4,76.6,0,1,"AWS, Java, Node.js, React, TensorFlow","IBM Data Science, Udemy DSA, Coursera ML",0,Yes,"Wipro, HCL",2
EG02963,Ravi Babu,Female,CHEM,2nd Year,6.62,72.6,75.0,0,0,"Node.js, Git, Power BI, AWS",,0,No,None,0
EG02964,Aditi Murthy,Male,ECE,1st Year,6.04,98.0,75.0,0,1,"Machine Learning, C++, AWS, Python",,1,No,"TCS, Wipro, Cognizant, HCL",4
EG02965,Jayanth Nair,Female,MECH,2nd Year,8.55,67.4,78.2,0,1,"Keras, Python, Java, Tableau, JavaScript","NPTEL Python, Udemy DSA, IBM Data Science",0,No,"Wipro, HCL, Deloitte",3
EG02966,Venkat Mishra,Female,AIML,3rd Year,6.92,75.8,85.2,1,1,"React, Deep Learning","NPTEL Python, Coursera ML, IBM Data Science",1,No,"Wipro, HCL",2
EG02967,Isha Shah,Female,IT,3rd Year,7.59,86.8,77.4,2,2,"C++, R, SQL, Keras, Flask","AWS Cloud Practitioner, Oracle Java, NPTEL Python",0,No,None,0
EG02968,Sneha Krishnan,Female,ECE,1st Year,6.57,73.5,63.0,0,1,"Node.js, Python",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG02969,Varun Joshi,Male,EEE,3rd Year,5.2,84.6,84.3,1,1,"Node.js, TensorFlow, Git, Power BI",HackerRank SQL,3,No,None,0
EG02970,Lakshmi Rao,Female,CSE,2nd Year,7.5,84.4,83.5,0,1,"Flask, AWS, Git","IBM Data Science, Google Data Analytics",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02971,Sneha Joshi,Female,AIML,3rd Year,5.1,80.1,80.3,0,0,"Machine Learning, Git, Django, DSA, Java, HTML/CSS",,0,Yes,None,0
EG02972,Venkat Reddy,Female,IT,4th Year,7.12,90.3,89.8,1,3,"Node.js, HTML/CSS, Java, R","Coursera ML, Google Data Analytics, AWS Cloud Practitioner",2,No,"Wipro, HCL",2
EG02973,Kavya Tiwari,Female,AIML,2nd Year,5.69,79.7,78.3,0,2,"React, R, Django, Java, AWS","HackerRank SQL, AWS Cloud Practitioner, IBM Data Science",0,No,HCL,1
EG02974,Varun Tiwari,Male,CSE,2nd Year,9.39,84.3,90.2,0,0,"SQL, TensorFlow, React, Git","HackerRank SQL, NPTEL Python",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02975,Vikas Joshi,Female,EEE,3rd Year,8.2,93.5,93.5,0,0,"Git, Deep Learning, Keras, Tableau, Java, Power BI",,0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG02976,Vikas Joshi,Female,ECE,4th Year,7.32,89.9,84.4,0,0,"TensorFlow, AWS","Coursera ML, IBM Data Science",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02977,Bhavya Krishnan,Female,CHEM,3rd Year,8.59,89.9,69.8,0,0,"SQL, R, JavaScript","Udemy DSA, HackerRank SQL, IBM Data Science",0,No,None,0
EG02978,Aditi Naidu,Female,ECE,1st Year,6.27,70.5,76.6,1,1,"Python, Git, R, AWS, TensorFlow, Tableau",NPTEL Python,2,Yes,"Wipro, HCL",2
EG02979,Gayatri Singh,Female,AIML,4th Year,7.8,87.2,91.6,0,1,"DSA, Django, SQL, Keras, Java","Google Data Analytics, NPTEL Python",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02980,Uma Krishnan,Male,CIVIL,3rd Year,7.42,73.2,61.5,0,1,"React, Java, Git",NPTEL Python,0,Yes,Deloitte,1
EG02981,Tarun Desai,Male,CHEM,3rd Year,7.49,69.2,73.7,0,1,"React, HTML/CSS, Tableau, Django, SQL, Power BI","IBM Data Science, Coursera ML, AWS Cloud Practitioner",2,No,None,0
EG02982,Pooja Krishnan,Male,CIVIL,3rd Year,8.6,81.3,74.2,0,0,"Python, SQL, Machine Learning","Coursera ML, HackerRank SQL, IBM Data Science",0,No,Deloitte,1
EG02983,Bhavya Karnam,Male,ECE,2nd Year,8.01,73.0,68.5,1,2,"Keras, Python","IBM Data Science, Cisco CCNA, AWS Cloud Practitioner",1,No,"Wipro, HCL",2
EG02984,Divya Shastri,Male,CSE,4th Year,7.52,89.9,87.6,2,2,"AWS, DSA, Git, R, Keras, Java","Google Data Analytics, NPTEL Python, AWS Cloud Practitioner",1,No,None,0
EG02985,Aarav Hegde,Male,CIVIL,3rd Year,5.38,90.1,82.1,3,3,"C++, JavaScript, Node.js, SQL, Java, Git","HackerRank SQL, Google Data Analytics",1,No,None,0
EG02986,Ravi Shah,Female,CHEM,4th Year,6.14,63.0,70.2,0,0,"Python, TensorFlow, SQL, Power BI, Flask, AWS","Udemy DSA, NPTEL Python",0,No,None,0
EG02987,Videm Hegde,Female,CIVIL,2nd Year,7.07,73.7,84.7,4,5,"R, JavaScript, TensorFlow, C++, Java, AWS",,2,Yes,None,0
EG02988,Venkat Reddy,Female,EEE,3rd Year,7.3,67.4,76.3,0,0,"Python, Keras, Power BI, Flask, HTML/CSS",,1,No,"TCS, Wipro, Cognizant, HCL",4
EG02989,Rahul Tiwari,Female,MECH,3rd Year,5.96,77.4,68.2,0,2,"Deep Learning, R","Oracle Java, NPTEL Python",0,No,HCL,1
EG02990,Kavya Prasad,Female,CHEM,4th Year,9.85,86.6,70.2,1,1,"Git, SQL, Machine Learning, HTML/CSS, AWS, React",,0,No,None,0
EG02991,Sarvani Desai,Female,IT,1st Year,8.87,79.6,82.8,0,0,"React, Deep Learning, Power BI, R, HTML/CSS","Cisco CCNA, Udemy DSA",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG02992,Santosh Kumar,Female,EEE,4th Year,7.86,76.1,88.3,0,0,"C++, Java, Tableau, Machine Learning, DSA, AWS",,2,No,"TCS, Wipro, Cognizant, HCL",4
EG02993,Naveen Shah,Female,MECH,3rd Year,7.28,95.0,72.6,2,2,"Flask, TensorFlow, React, C++, Tableau",,1,Yes,None,0
EG02994,Kiran Nair,Male,MECH,3rd Year,6.97,59.0,84.0,1,1,"Machine Learning, R, TensorFlow, Keras",Google Data Analytics,0,No,"Wipro, HCL",2
EG02995,Suresh Rajan,Female,CHEM,4th Year,6.15,94.4,95.4,0,0,"HTML/CSS, Flask, Keras, Python, R","AWS Cloud Practitioner, NPTEL Python",0,No,None,0
EG02996,Zara Kumar,Male,CSE,3rd Year,7.29,76.6,64.2,1,1,"SQL, C++, TensorFlow, Power BI","IBM Data Science, Cisco CCNA",1,No,"Wipro, HCL",2
